Skills,Responsable des télécommunications,Chef de projets,Gérant de portefeuille,Gestionnaire middle-office,Directeur général adjoint en charge de la stratégie,Directeur de développement de produit,Community manager,Manager,Conseiller crédits,Chargé de missions,Superviseur de travaux,Développeur d'applications,Responsable des relations publiques,Directeur des ventes et relations clientèle,Conseiller sociétaire,Chief technical officer,Chargé d'affaires et de développement,Gérant de magasin,Fiscaliste,Microbiologiste,Ingénieur process,Responsable de fonds d'investissement,Agent général,Développeur java,Chercheur,Conseiller vente spécialisée,Chargé de mission logement,Directeur technique,Conducteur de travaux,Responsable digital,Agent administratif,Lead developer,Ingénieur en robotique,Régleur sinistre,Ingénieur en mécanique industrielle,Responsable opérations informatiques,Interprète,Contrôleur financier,Ingénieur devops,Responsable qualité environnement en agroalimentaire,Responsable de la relation avec les fournisseurs,Assitant de cabinet juridique,Ingénieur big data,Ingénieur commercial,Ios développeur,Responsable de la valorisation des droits d'auteur,Analyste en capital investissement,Ingénieur d'affaires,Recruteur it,Analyste informatique,Agent comptable analytique,Conseiller déclaration de sinistres,Courtier,Analyste notation en assurances,Rédacteur juridique,Responsable qualité,Coordinateur de réseaux de prestataires,Social media manager,Directeur régional,Juriste,Développeur full-stack,Directeur général adjoint en charge opérations assurance relations sociétaires,Formateur numérique,Conseiller en assurance,Product owner,Ingénieur r&d,Ingénieur informatique,Responsable recouvrement,Chargé des relations publiques,Responsable entrepôt,Traducteur,Data analyst,Directeur des ventes,Analyste application,Expert risque en assurance,Ingénieur automobile,Graphiste,Analyste logistique,Responsable veille réglementaire,Administrateur réseaux,Géomaticien,Office manager,Responsable juridique et conformité,Chargé d'affaires publiques,Found manager,Directeur commercial,Agent d'audit comptable,Directeur d'investissement,Gestionnaire de patrimoine,Evaluateur dommages matériels,Développeur front end,Ingénieur électricien,Conseiller d'investissement,Consultant en conduite du changement,Responsable d'exploitation,Scrum master,Ingénieur en énergies renouvelables,Développeur mobile,Chargé d'études environnement,Directeur des opérations,Responsable sécurité sanitaire,Conseiller régleur technicien,Responsable du hub de la veille et de la prospective,Analyste private equity,Responsable de la publicité,Lead développeur,Dpo analyst,Responsable recrutement,Directeur de travaux,Responsable service clients,Directeur de la publicité,Ui designer,Responsable du développement des richesses humaines,Directeur de l'innovation,Assistant de direction,Devops,Space manager,Attaché de presse,Expert comptable,Chargé d'études actuarielles,Agent comptable analytique et financier,Responsable d'entité de gestion de sinistres,Conducteur génie civil,Directeur général,Opérateur vidéo,Responsable de projets,Directeur digital,Formateur,Responsable paie,Directeur des ressources humaines,Responsable propritété intelectuelle,Spécialiste en cybersécurité,Analyste risques,Directeur général adjoint solutions financières,Chargé d'actuariat,Consultant en organisation des process,Directeur de magasins,Ingénieur électromécanicien,Customer success manager,Gestionnaire middle office,Conseiller en gestion des contrats,Veilleur stratégique,Responsable d'activité multi-sites,Directeur de projets,Analyste financier,Expert régleur,Conseiller régleur,Data privacy manager,Responsable évènements,Responsable marketing,Assistant de service juridique,Chargé d'affaires,Responsable de la communication,B2b,Directeur d'usine,Consultant moa,Directeur général de filiale,Design leader,Chargé de clientèle,Directeur d'agence,Développeur web,Responsable développement,Actuaire,Responsable de call center,Souscripteur,Chargé de communication interne,Consultant it,Ux designer,Chargé de rse,Consultant informatique,Ingénieur génie industriel,Chargé d'actions de développement des réseaux,Conseiller sociétaire à distance,Cto,Responsable évènementiel,Consultant big data,Ingénieur équipement,Analyste banque,Analyste test et validation logiciel,Responsable d'investissements,Chargé de développement rh,Conseiller en gestion de patrimoine,Conseiller à la direction,Ingénieur cartographie,Ingénieur data,Ingénieur en traitement des déchets,Psychologue,Chef de département juridique,Avocat,Chargé import-export,Conseiller juridique,Administrateur sécurité informatique,Conseiller en investissements,Chef de service juridique,Digital analyst,Talent acquisition specialist,Conseiller en valeurs mobilières,Directeur de cabinet,Analyste de données,Délégué à la protection des données,Formateur numérique en entreprise,Chargé d'investissement,Ingénieur mécanique,Ingénieur environnement,Ingénieur qualité,Acheteur,Space planning manager,Chargé de développement,Directeur de la communication,Responsable e-commerce,Agent d'audit,Android lead developer,Responsable gestion de trafic web,Superviseur de travaux de construction,Auditeur,Auxiliaire juridique,Consultant en sécurité informatique,Gestionnaire de contrats,Business analyst,Ingénieur de base données,Directeur de magasin,Contrôleur de gestion,Planificateur financier,Ingénieur thermique,Responsable innovation,Business solution manager,Chargé de projets innovation,Gestionnaire conseil dommages rc et protection juridique,Data scientist,Traffic manager,It recruter,Délégué commercial,Analyste crédit,Gestionnaire de clientèle,Président,Directeur stratégique,Chargé de projet rse,Directeur juridique et conformité,Gestionnaire recouvrement,Responsable rse,Cabinet du directeur général,Chargé de conduite du changement,Directeur administratif et financier,Chief digital officer,Coordinateur de réseaux prestataires,Pharmacien,Responsable it,Analyste de gestion,Contrôleur qualité,Consultant data,Android developer,Head of datalab,Chef de département,Inspecteur d'assurances,Responsable des richesses humaines,Commissaire aux comptes,Head of innovation,Ethical hacker,Ingénieur électronicien,Chef de service,Assistant notarial,Customer success specialist,Analyste logiciel,Chargé d'affaires capital investissement,Responsable des risques,Responsable commercial,Pirate éthique,Analyste budgétaire,Responsable import export,Chargé de statistiques,Banquier d'affaires,Ingénieur textile,Rrh,Superviseur de production,Responsable de l'activité patrimoniale,Gestionnaire de production,Chef de publicité,Responsable de la logistique,Ingénieur des systèmes de télécommunication,Responsable de région,Business developer,Data protection manager,Responsable centre de contact,Chargé de communication,Chargé d'indemnisation en assurances,Contrôleur interne,Chargé de conformité,Expert risques en assurances,Directeur de participations,Gestionnaire de paie,Chargé de comptabilité,Responsable des achats,Responsable de la sécurité informatique,Chargé de mission communication interne,Chargé de recrutement sourcing et relations écoles,Product manager,Chargé de recrutement,Responsable de l'administration des ventes,Conseiller en gestion financière - epargne et prévoyance,Dpo manager,Responsable conduite du changement,Conseiller en énergies renouvelables,Ingénieur en intelligence artificielle,Directeurmarketing,Ingénieur en cybersécurité,Conseiller vente à distance,Analyste coûts,Directeur de programme,Responsable de fonds d'investissements,Ingénieur télécommunications,Responsable des opérations,Intégrateur de base de données,Chef de produit,Responsable rh,Responsable de la relation clientèle,Chef de marque,Responsable richesses humaines,Web designer,Responsable partenariats,Ios lead développeur,Analyste risque de crédit et contrepartie,Chef de projet r&d,Ia enginieer,Directeur comptable,Développeur back-end,Responsable de la programmation,Analyste de risques financiers,Superviseur de centre de contacts,Ingénieur chimiste,Conseiller crédits agréé,Responsable de l'administration des ventes b2b,Ingénieur agronome,Chargé des richesses humaines,Compliance officer,Développeur front-end,Ingénieur industriel,Ingénieur matériaux,Coach agile,Chargé de partenariats et d'événements,Administrateur de base de données,Responsable expérience clients,Responsable des affaires publiques,Chargé d'actions rh-recrutement,Designer industriel,Responsable des relations sociales,Hacker,Call center manager,Directeur de la stratégie internationale,Chargé d'études
Microsoft,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sauvegarde,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Virtualisation,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
UNIX,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
OpenVPN,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Maintenance des systèmes,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Gestion des applications,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Antivirus,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anti-Spam,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Assistance aux utilisateurs,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
